epoch,cos_sim,cos_sim_z,d_total,d_total_z,loss,val_cos_sim,val_cos_sim_z,val_d_total,val_d_total_z,val_loss
0,-0.06064032390713692,0.0,13.146364212036133,5.60239315032959,240.14166259765625,-0.04197682812809944,0.0,5.07515287399292,5.665152549743652,67.84778594970703
1,-0.05300430208444595,0.0,5.760130405426025,5.787148475646973,62.64894485473633,-0.02253854274749756,0.0,6.092360973358154,5.509554862976074,79.68246459960938
2,-0.04238137602806091,0.0,5.882701873779297,5.745726585388184,64.68861389160156,-0.026690758764743805,0.0,4.967763900756836,5.576777458190918,89.08222961425781
3,-0.04170442372560501,0.0,6.076406002044678,5.517573833465576,65.25357055664062,-0.01597524620592594,0.0,5.402040958404541,5.711986541748047,83.59251403808594
4,-0.03516709804534912,0.0,5.6279616355896,5.414071083068848,63.92647933959961,-0.0058927349746227264,0.0,5.190722465515137,5.178277969360352,84.4249267578125
5,-0.02392413280904293,0.0,5.966432571411133,5.528297424316406,66.69990539550781,-0.00476894062012434,0.0,5.029069900512695,5.88136100769043,67.27293395996094
6,-0.012962913140654564,0.0,5.199945449829102,5.411246299743652,58.63017654418945,-0.003738102503120899,0.0,4.944486141204834,5.971069812774658,71.11776733398438
7,-0.00987896416336298,0.0,5.209357261657715,5.59103536605835,59.664310455322266,-0.010468275286257267,0.0,4.730207443237305,5.7304301261901855,57.03028869628906
8,-0.009925022721290588,0.0,4.558697700500488,5.400616645812988,56.75503921508789,-0.004357296973466873,0.0,4.370222091674805,5.332722187042236,57.96952819824219
9,-0.010542686097323895,0.0,4.5933837890625,5.454765319824219,54.436519622802734,-0.019086606800556183,0.0,4.207860946655273,5.151888370513916,47.061988830566406
10,-0.010823080316185951,0.0,4.730576515197754,5.418003559112549,58.197696685791016,-0.010324348695576191,0.0,4.4118332862854,5.346194744110107,53.854957580566406
11,-0.010190781205892563,0.0,4.592053413391113,5.410881042480469,56.585548400878906,-0.005543888080865145,0.0,4.460458755493164,5.415222644805908,58.23139190673828
12,-0.01246469747275114,0.0,4.447571277618408,5.284435272216797,53.6717529296875,-0.013006280176341534,0.0,4.464847087860107,5.758180618286133,55.358665466308594
13,-0.009554250165820122,0.0,4.715880393981934,5.546076774597168,56.569393157958984,-0.006576257292181253,0.0,4.611166954040527,5.92983341217041,57.79519271850586
14,-0.009882869198918343,0.0,4.657278060913086,5.599133014678955,55.69305419921875,-0.008885511197149754,0.0,4.423707962036133,5.5421528816223145,53.31965255737305
15,-0.009389346465468407,0.0,4.57425594329834,5.370222568511963,52.87355041503906,-0.016208671033382416,0.0,4.397944450378418,5.600388526916504,58.18293762207031
16,-0.010878708213567734,0.0,4.613153457641602,5.663092613220215,54.98179626464844,-0.007717328146100044,0.0,4.91855525970459,6.102346897125244,63.08318328857422
17,-0.008450132794678211,0.0,4.667490005493164,5.403868675231934,56.99446487426758,-0.012364220805466175,0.0,4.544861316680908,5.599972248077393,57.97218704223633
18,-0.009126415476202965,0.0,4.542513847351074,5.6427321434021,53.132965087890625,-0.007736876606941223,0.0,4.462541580200195,5.452208042144775,54.52219772338867
19,-0.010176924988627434,0.0,4.398457050323486,5.272467136383057,51.40972137451172,-0.0062934658490121365,0.0,4.607763290405273,5.080236434936523,56.008872985839844
20,-0.012758667580783367,0.0,4.7395920753479,5.53391170501709,54.7396354675293,-0.0075762709602713585,0.0,4.576818943023682,5.329041481018066,55.00349044799805
21,-0.008836229331791401,0.0,4.7008795738220215,5.7073493003845215,55.58313751220703,-0.011504802852869034,0.0,4.230583190917969,5.35413932800293,50.905029296875
22,-0.00859273225069046,0.0,4.625921726226807,5.6816911697387695,52.967369079589844,-0.00650171609595418,0.0,4.6347503662109375,5.75404167175293,60.24112319946289
23,-0.010325081646442413,0.0,4.579022407531738,5.526973247528076,53.090965270996094,-0.009301725775003433,0.0,6.835444450378418,5.822389602661133,82.02542114257812
24,-0.01248137280344963,0.0,4.561807632446289,5.534536361694336,53.17876434326172,-0.008266170509159565,0.0,4.416082859039307,5.184638977050781,50.99303436279297
25,-0.01058381050825119,0.0,4.423349380493164,5.411882400512695,50.998924255371094,-0.00546320341527462,0.0,4.42680549621582,5.3001389503479,57.97108840942383
26,-0.011209110729396343,0.0,4.514312744140625,5.526004791259766,54.13316345214844,-0.015333090908825397,0.0,4.549166679382324,5.3314995765686035,55.31602096557617
27,-0.00783008523285389,0.0,5.467585563659668,5.707367420196533,72.17012023925781,-0.007315001450479031,0.0,4.225986003875732,5.10433292388916,55.520057678222656
28,-0.008995996788144112,0.0,4.644133567810059,5.566721439361572,53.901695251464844,-0.006698188837617636,0.0,4.81054162979126,6.079319477081299,56.09501647949219
29,-0.007748025469481945,0.0,4.558459281921387,5.590060710906982,52.297847747802734,-0.010859712027013302,0.0,4.817041397094727,5.773250102996826,52.073307037353516
30,-0.012228136882185936,0.0,4.587462425231934,5.6877923011779785,52.03788375854492,-0.017143497243523598,0.0,4.63261079788208,5.968222141265869,58.79999542236328
31,-0.008995403535664082,0.0,4.466395854949951,5.609530925750732,52.692195892333984,-0.008894507773220539,0.0,4.327902793884277,5.6585283279418945,54.787620544433594
32,-0.009832092560827732,0.0,4.566295146942139,5.641990661621094,52.901878356933594,-0.003790488699451089,0.0,4.512888431549072,5.6116108894348145,54.789215087890625
33,-0.0077630807645618916,0.0,4.479248046875,5.411833763122559,52.72165298461914,-0.00738351047039032,0.0,4.46934700012207,5.659236431121826,55.25800704956055
34,-0.010119940154254436,0.0,4.5824174880981445,5.6443190574646,51.91054916381836,-0.007794065400958061,0.0,4.595361232757568,5.450916767120361,59.67841339111328
35,-0.008271146565675735,0.0,4.515965461730957,5.510263442993164,55.68539047241211,-0.003951524384319782,0.0,4.552208423614502,5.702652454376221,58.40589141845703
36,-0.009326358325779438,0.0,4.516256332397461,5.693553447723389,55.2709846496582,-0.01311894878745079,0.0,4.267277717590332,5.10997200012207,46.922122955322266
37,-0.00866010319441557,0.0,4.616245746612549,5.411055088043213,55.11595153808594,-0.013105383142828941,0.0,4.694430828094482,5.729944229125977,62.91592025756836
38,-0.009810010902583599,0.0,4.520253658294678,5.594752788543701,53.98477554321289,-0.013786307536065578,0.0,4.630097389221191,6.071652412414551,54.871803283691406
39,-0.008118892088532448,0.0,4.548034191131592,5.58404016494751,51.785011291503906,-0.01094425842165947,0.0,4.205778121948242,5.328611373901367,58.09437561035156
40,-0.010118315927684307,0.0,4.630343437194824,5.711354732513428,54.373836517333984,-0.006707293447107077,0.0,4.751736640930176,5.865847587585449,56.13071823120117
41,-0.009620468132197857,0.0,4.489501476287842,5.511794567108154,51.02115249633789,-0.006657370366156101,0.0,4.389194488525391,5.210847854614258,50.33341979980469
42,-0.008466639555990696,0.0,4.793365478515625,5.5993804931640625,56.77683639526367,-0.00508711626753211,0.0,10.30655574798584,5.173888683319092,128.87619018554688
43,-0.00957001093775034,0.0,4.5835676193237305,5.6573638916015625,53.47263717651367,-0.004472403787076473,0.0,4.50868034362793,5.429903507232666,49.898193359375
44,-0.008125140331685543,0.0,5.217721939086914,5.540462017059326,70.01473236083984,-0.00880895834416151,0.0,5.071416854858398,6.382416725158691,58.91207504272461
45,-0.008686292916536331,0.0,4.575132846832275,5.585479736328125,53.268497467041016,-0.002467498881742358,0.0,4.597430229187012,5.341208457946777,54.33247756958008
46,-0.012397106736898422,0.0,4.5531206130981445,5.553346157073975,52.5393180847168,-0.006467915140092373,0.0,4.137514114379883,4.740624904632568,52.41328811645508
47,-0.008651457726955414,0.0,4.703822612762451,5.695882797241211,54.013519287109375,-0.005980508401989937,0.0,4.320805549621582,5.49169397354126,58.01900100708008
48,-0.008292998187243938,0.0,4.620856761932373,5.738698959350586,51.92497634887695,-0.0043336134403944016,0.0,4.726541519165039,6.01165246963501,55.224273681640625
49,-0.011559675447642803,0.0,4.496487140655518,5.67917537689209,52.644622802734375,-0.011384809389710426,0.0,4.470361232757568,5.675583362579346,59.66462707519531
50,-0.008943512104451656,0.0,4.629547119140625,5.5709757804870605,51.511268615722656,-0.007968881167471409,0.0,4.292527675628662,4.794971942901611,55.91651153564453
51,-0.008630922995507717,0.0,4.645362377166748,5.668965816497803,52.300750732421875,-0.008048863150179386,0.0,4.401652812957764,5.231264114379883,53.269657135009766
52,-0.008102240972220898,0.0,4.503498077392578,5.536075115203857,52.64603042602539,-0.016273783519864082,0.0,4.857972145080566,6.019639492034912,58.90007781982422
53,-0.007833264768123627,0.0,4.53060245513916,5.681743621826172,53.03192901611328,-0.006211156956851482,0.0,4.630930423736572,5.787153244018555,61.44273376464844
54,-0.00955806765705347,0.0,4.561977863311768,5.614634990692139,52.065277099609375,-0.007798953913152218,0.0,4.489471912384033,5.688694477081299,53.64152526855469
55,-0.012776385992765427,0.0,4.492971420288086,5.562448501586914,54.06273651123047,-0.015962863340973854,0.0,4.495972633361816,4.86430549621582,49.12104797363281
56,-0.010398613288998604,0.0,4.522580146789551,5.525720596313477,54.51655197143555,-0.010713126510381699,0.0,4.873139381408691,6.360306262969971,60.58779525756836
57,-0.01000259444117546,0.0,4.52293062210083,5.6320343017578125,51.286399841308594,-0.0006669023423455656,0.0,4.525403022766113,5.289499282836914,54.34848403930664
58,-0.007390093989670277,0.0,4.542741775512695,5.615128040313721,50.99247741699219,-0.009015711024403572,0.0,4.670000076293945,5.890666961669922,59.13608169555664
59,-0.010762965306639671,0.0,4.504098415374756,5.564711570739746,50.97190856933594,-0.004820638336241245,0.0,4.624750137329102,5.800750255584717,61.09886169433594
60,-0.009671772830188274,0.0,4.485339641571045,5.603849411010742,53.095603942871094,-0.008713645860552788,0.0,4.270930290222168,5.273277759552002,55.72130584716797
61,-0.010724111460149288,0.0,4.610229015350342,5.521270275115967,49.564292907714844,-0.011948850005865097,0.0,4.798930644989014,5.833041667938232,60.48567199707031
62,-0.008462722413241863,0.0,4.504756450653076,5.469536304473877,52.47810745239258,-0.010951163247227669,0.0,4.268388748168945,5.330056190490723,52.29294967651367
63,-0.009115928784012794,0.0,4.561657905578613,5.629744052886963,52.4853401184082,-0.00591215630993247,0.0,4.662500381469727,5.396444320678711,60.20536804199219
64,-0.006168106570839882,0.0,4.564257621765137,5.436397552490234,51.36073684692383,-0.010384625755250454,0.0,4.69505500793457,5.742944717407227,47.89251708984375
65,-0.008120687678456306,0.0,4.483703136444092,5.531802177429199,53.00584411621094,-0.0069739860482513905,0.0,4.884180545806885,6.175402641296387,57.554443359375
66,-0.010313187725841999,0.0,4.541531562805176,5.609935760498047,53.276634216308594,-0.008504721336066723,0.0,4.6907639503479,5.540679931640625,55.63903045654297
67,-0.009472367353737354,0.0,4.6793928146362305,5.470155239105225,52.310367584228516,-0.005540940444916487,0.0,4.75493049621582,5.796708583831787,53.48786926269531
68,-0.007614766713231802,0.0,4.637856960296631,5.461765289306641,52.67636489868164,-0.0057899439707398415,0.0,4.52198600769043,5.554347038269043,59.04737854003906
69,-0.010849849320948124,0.0,4.5865278244018555,5.639718055725098,50.04840087890625,-0.007838902994990349,0.0,4.980013370513916,5.795374870300293,54.19681167602539
70,-0.00921560823917389,0.0,4.672626972198486,5.584212303161621,53.48113250732422,-0.007188985589891672,0.0,4.555097579956055,5.390096664428711,52.63131332397461
71,-0.00937822088599205,0.0,4.608524322509766,5.55645751953125,53.113059997558594,-0.008649111725389957,0.0,4.428333282470703,5.707777976989746,52.52638626098633
72,-0.009495255537331104,0.0,4.7214202880859375,5.491496562957764,52.42424774169922,-0.0022948132827878,0.0,4.456736087799072,5.425069332122803,58.58715057373047
73,-0.008251335471868515,0.0,5.333110332489014,5.480883598327637,59.56704330444336,-0.011209899559617043,0.0,4.396666049957275,5.420444488525391,54.75425338745117
74,-0.010070760734379292,0.0,4.6010966300964355,5.619556427001953,52.58137130737305,-0.009692277759313583,0.0,4.6872358322143555,5.593542098999023,57.314697265625
75,-0.009647931903600693,0.0,4.601305961608887,5.515357494354248,51.23576354980469,-0.006499328184872866,0.0,4.784846782684326,5.731097221374512,55.47824478149414
76,-0.01233087107539177,0.0,4.898648262023926,5.344702243804932,57.9304084777832,-0.012620697729289532,0.0,4.831791877746582,5.502902507781982,56.43708419799805
77,-0.008311161771416664,0.0,4.71202278137207,5.748013973236084,55.182918548583984,-0.007026693783700466,0.0,4.813833713531494,6.2442498207092285,63.34613800048828
78,-0.007444468326866627,0.0,4.587559223175049,5.658138751983643,51.43880081176758,-0.016079600900411606,0.0,4.331319808959961,5.0999860763549805,51.821407318115234
79,-0.010531079024076462,0.0,4.564981460571289,5.466184139251709,51.9945068359375,-0.012355277314782143,0.0,4.625444412231445,5.266777992248535,55.58341979980469
80,-0.007649614941328764,0.0,4.622286319732666,5.644872188568115,51.36531448364258,-0.004759852308779955,0.0,4.649263858795166,5.706151962280273,50.03225326538086
81,-0.011273583397269249,0.0,4.611808776855469,5.6331868171691895,52.427833557128906,-0.004621593281626701,0.0,4.699861526489258,5.67141580581665,51.01005554199219
82,-0.009273957461118698,0.0,4.5994977951049805,5.544730186462402,51.99443435668945,-0.009852930903434753,0.0,4.7652363777160645,5.555652618408203,58.6339111328125
83,-0.01007197704166174,0.0,5.065804481506348,5.587408542633057,60.43766784667969,-0.007886380888521671,0.0,4.312847137451172,5.152791500091553,53.78727722167969
84,-0.010313278995454311,0.0,4.521515369415283,5.368417739868164,50.44981384277344,-0.0075140646658837795,0.0,4.3821940422058105,5.373416900634766,53.14204406738281
85,-0.011395535431802273,0.0,4.5302629470825195,5.44307279586792,49.01032257080078,-0.011721398681402206,0.0,4.409972667694092,5.563528060913086,54.81385803222656
86,-0.009924709796905518,0.0,4.518776893615723,5.409077167510986,54.0797119140625,-0.0071110799908638,0.0,4.522889137268066,5.680111885070801,56.08244705200195
87,-0.011774676851928234,0.0,4.583361625671387,5.5117034912109375,52.54386901855469,-0.007508077658712864,0.0,4.871694564819336,6.574861526489258,60.78067398071289
