epoch,cos_sim,cos_sim_z,d_total,d_total_z,loss,val_cos_sim,val_cos_sim_z,val_d_total,val_d_total_z,val_loss
88,-0.00698457146063447,0.0,4.680382251739502,5.7430291175842285,51.8631477355957,-0.009357941336929798,0.0,4.565443992614746,5.486527919769287,49.84499740600586
89,-0.007570824585855007,0.0,4.579648971557617,5.50490140914917,52.63411331176758,-0.011990395374596119,0.0,4.538902759552002,5.267125129699707,57.43461227416992
90,-0.010778835974633694,0.0,4.697264671325684,5.676452159881592,53.51934814453125,-0.004749925807118416,0.0,4.716291427612305,5.759791851043701,52.116268157958984
91,-0.00930119026452303,0.0,4.5279669761657715,5.596205711364746,52.13899230957031,-0.012012770399451256,0.0,4.521014213562012,5.303625106811523,53.24675750732422
92,-0.009634499438107014,0.0,4.611382007598877,5.544160842895508,51.00846862792969,-0.015323219820857048,0.0,4.653680801391602,5.385402679443359,56.4397087097168
93,-0.009079687297344208,0.0,4.605498313903809,5.454541206359863,51.41458511352539,-0.011323243379592896,0.0,4.669332981109619,5.812222480773926,55.20433807373047
94,-0.012458925135433674,0.0,4.62851619720459,5.636072158813477,53.83670425415039,-0.01465320773422718,0.0,4.677069187164307,5.6599578857421875,59.41293716430664
95,-0.013072337955236435,0.0,4.553515434265137,5.5434675216674805,52.858909606933594,-0.007379274349659681,0.0,4.445194721221924,5.522750377655029,55.25675964355469
96,-0.006802048068493605,0.0,4.478522777557373,5.300241470336914,51.24944305419922,-0.007383244577795267,0.0,4.552958011627197,5.553180694580078,54.66096878051758
97,-0.008206139318645,0.0,4.672348499298096,5.58360481262207,51.61488723754883,-0.008798252791166306,0.0,4.721624851226807,5.540152549743652,56.25428009033203
98,-0.009887713938951492,0.0,4.672232627868652,5.687701225280762,51.95408248901367,-0.005335531197488308,0.0,4.443305492401123,5.530972003936768,55.76277160644531
99,-0.008499405346810818,0.0,4.591616153717041,5.681639194488525,53.437591552734375,-0.011353793554008007,0.0,4.5695414543151855,5.598514080047607,55.24946594238281
100,-0.00909243430942297,0.0,4.85757303237915,5.696914196014404,55.56455612182617,-0.009478149004280567,0.0,4.391583442687988,5.48502779006958,49.98248291015625
101,-0.009032861329615116,0.0,4.484739780426025,5.573780059814453,53.47496032714844,-0.011243299581110477,0.0,4.3634443283081055,5.331888675689697,50.92015838623047
102,-0.007273495197296143,0.0,4.502227306365967,5.424322128295898,50.884422302246094,-0.015183402225375175,0.0,4.402041912078857,5.437597274780273,53.53901290893555
103,-0.009875815361738205,0.0,4.594742774963379,5.669633865356445,51.804107666015625,-0.012637670151889324,0.0,4.6475138664245605,5.701958656311035,61.45473098754883
104,-0.01011099386960268,0.0,4.426567554473877,5.336868762969971,51.11893081665039,-0.010900172404944897,0.0,4.645541667938232,6.008764266967773,56.42970275878906
105,-0.00831435713917017,0.0,4.514842987060547,5.594946384429932,50.757850646972656,-0.0124772097915411,0.0,4.645750045776367,5.420194149017334,51.117645263671875
106,-0.009970461949706078,0.0,4.572865962982178,5.790811061859131,52.54086685180664,-0.01698276214301586,0.0,4.6769304275512695,5.4319305419921875,62.06970977783203
107,-0.0104133952409029,0.0,4.529604911804199,5.499523639678955,51.04928970336914,-0.004598691593855619,0.0,4.261680603027344,5.107125282287598,51.07701110839844
108,-0.01041480153799057,0.0,4.4629693031311035,5.441903591156006,50.83631896972656,-0.008241117000579834,0.0,4.390347480773926,5.615013599395752,57.88557815551758
109,-0.00838637724518776,0.0,4.569732666015625,5.465211391448975,52.93162536621094,-0.004023549612611532,0.0,4.526875019073486,5.857763767242432,56.332786560058594
110,-0.009443014860153198,0.0,4.494575023651123,5.650303363800049,53.0623893737793,-0.010648022405803204,0.0,4.496277809143066,5.337277889251709,57.82305145263672
111,-0.01196298748254776,0.0,4.5789570808410645,5.632877826690674,52.24380874633789,-0.015255365520715714,0.0,4.43287467956543,5.614652633666992,63.83884048461914
112,-0.009333419613540173,0.0,4.659692287445068,5.3825178146362305,51.80915832519531,-0.0031084190122783184,0.0,4.542819499969482,5.7398200035095215,57.05448532104492
113,-0.010644715279340744,0.0,4.787404537200928,5.705763339996338,53.013282775878906,-0.009454232640564442,0.0,4.524708271026611,5.798930644989014,58.76717758178711
114,-0.00913084764033556,0.0,4.511908054351807,5.3909125328063965,51.22500991821289,-0.007266517262905836,0.0,4.512347221374512,5.3079023361206055,54.72642517089844
115,-0.011897834949195385,0.0,4.522578716278076,5.604500770568848,51.756622314453125,-0.010389983654022217,0.0,4.483444690704346,5.179444313049316,51.984249114990234
116,-0.011175083927810192,0.0,4.57647180557251,5.559999465942383,51.99269104003906,-0.007021743338555098,0.0,4.395944595336914,5.455277442932129,55.06136703491211
117,-0.008248035795986652,0.0,4.4670305252075195,5.393333911895752,50.93994140625,-0.007162632420659065,0.0,4.4611382484436035,5.316027641296387,52.15542984008789
118,-0.0072521185502409935,0.0,4.415404319763184,5.338447093963623,50.862003326416016,-0.011648361571133137,0.0,4.416611194610596,5.521028518676758,53.86320495605469
119,-0.007490932010114193,0.0,4.5995306968688965,5.544600486755371,52.26101303100586,-0.007375156041234732,0.0,4.615819931030273,5.375819206237793,53.31144714355469
120,-0.008487299084663391,0.0,4.446479320526123,5.492072582244873,51.53043746948242,-0.007689616642892361,0.0,4.577277660369873,5.630972385406494,58.5330810546875
121,-0.007522499654442072,0.0,4.494014263153076,5.56515645980835,51.72197723388672,-0.012979569844901562,0.0,4.293666839599609,5.351333141326904,55.234310150146484
122,-0.010484199970960617,0.0,4.46785306930542,5.466169357299805,51.38343811035156,-0.006775369867682457,0.0,4.281083583831787,5.1888604164123535,53.23560333251953
123,-0.008784319274127483,0.0,4.790562152862549,5.700944423675537,53.39640808105469,-0.011967446655035019,0.0,4.215472221374512,5.299638748168945,53.42976760864258
124,-0.009367699734866619,0.0,4.610182762145996,5.545001029968262,53.531558990478516,-0.005109225865453482,0.0,4.450639724731445,5.46541690826416,59.02082824707031
125,-0.010535120032727718,0.0,4.458375453948975,5.463448524475098,50.58549880981445,-0.005265515297651291,0.0,4.3000969886779785,4.968874931335449,57.21001434326172
126,-0.008382841013371944,0.0,4.557663917541504,5.628708839416504,51.18962478637695,-0.005423054564744234,0.0,4.566431045532227,6.020541667938232,54.79716491699219
127,-0.007645226549357176,0.0,4.537474155426025,5.383729934692383,50.66623306274414,-0.01341857761144638,0.0,4.653625011444092,5.635514259338379,56.26942825317383
128,-0.009769638068974018,0.0,4.634880065917969,5.446744441986084,51.5597038269043,-0.012656251899898052,0.0,4.579555511474609,5.7367777824401855,54.96967315673828
129,-0.009515627287328243,0.0,4.4051361083984375,5.255395412445068,49.811805725097656,-0.006619269028306007,0.0,4.562582969665527,5.071346759796143,51.0160026550293
130,-0.009940543211996555,0.0,4.600339412689209,5.658613204956055,53.42915344238281,-0.009886962361633778,0.0,4.723041534423828,5.389652729034424,51.207298278808594
131,-0.008610762655735016,0.0,4.745296955108643,5.670506000518799,53.9699821472168,-0.006822533439844847,0.0,4.282249927520752,4.693027973175049,50.15965270996094
132,-0.008995105512440205,0.0,4.49847936630249,5.4128875732421875,51.67008972167969,-0.014903520233929157,0.0,4.404291152954102,5.827513217926025,57.90991973876953
133,-0.01206651609390974,0.0,4.523477077484131,5.5271382331848145,53.68180847167969,-0.016754262149333954,0.0,4.571847438812256,5.717402458190918,55.469093322753906
134,-0.009659980423748493,0.0,4.67104959487915,5.579602241516113,51.465919494628906,-0.011093437671661377,0.0,4.635583877563477,5.648582935333252,59.15719985961914
135,-0.01084930170327425,0.0,4.504981994628906,5.366042613983154,50.80937194824219,-0.00759597634896636,0.0,4.762805938720703,5.939416885375977,54.20930099487305
136,-0.008405130356550217,0.0,4.582866191864014,5.497941970825195,53.75846862792969,-0.00761173851788044,0.0,4.965555191040039,6.1571946144104,57.78213119506836
137,-0.010469121858477592,0.0,4.546657085418701,5.409539222717285,51.71070861816406,-0.008622012101113796,0.0,4.468694686889648,5.296056270599365,54.74065399169922
138,-0.011414844542741776,0.0,4.5939202308654785,5.59575080871582,51.73339080810547,-0.009467262774705887,0.0,4.4927778244018555,5.613874912261963,55.177459716796875
139,-0.010576345957815647,0.0,4.694096088409424,5.571561813354492,52.845123291015625,-0.00439543928951025,0.0,4.753458023071289,5.825569152832031,59.27568817138672
140,-0.007973229512572289,0.0,4.646549701690674,5.517754077911377,50.68442153930664,-0.012819095514714718,0.0,4.585278034210205,5.6796393394470215,62.80214309692383
141,-0.007582624908536673,0.0,4.6313347816467285,5.511037349700928,51.253814697265625,-0.004866596776992083,0.0,4.534208297729492,5.362735748291016,52.34108352661133
